Country,Region,Level of transmission,Week,"''"
Germany,Arnsberg,Not reported,2020-W17,-
Germany,Arnsberg,Not reported,2020-W18,-
Germany,Arnsberg,Not reported,2020-W19,-
Germany,Arnsberg,Community,2020-W20,-
Germany,Arnsberg,Not reported,2020-W21,-
Germany,Arnsberg,Not reported,2020-W22,-
Germany,Arnsberg,Not reported,2020-W23,-
Germany,Arnsberg,Clusters,2020-W24,-
Germany,Arnsberg,Not reported,2020-W25,-
Germany,Arnsberg,Not reported,2020-W26,-
Germany,Arnsberg,Not reported,2020-W27,-
Germany,Arnsberg,Not reported,2020-W28,-
Germany,Arnsberg,Not reported,2020-W29,-
Germany,Arnsberg,Not reported,2020-W30,-
Germany,Arnsberg,Not reported,2020-W31,-
Germany,Arnsberg,Not reported,2020-W32,-
Germany,Arnsberg,Not reported,2020-W33,-
Germany,Arnsberg,Not reported,2020-W34,-
Germany,Arnsberg,Not reported,2020-W35,-
Germany,Arnsberg,Not reported,2020-W36,-
Germany,Arnsberg,Not reported,2020-W37,-
Germany,Arnsberg,Not reported,2020-W38,-
Germany,Arnsberg,Not reported,2020-W39,-
Germany,Berlin,Not reported,2020-W01,-
Germany,Berlin,Not reported,2020-W02,-
Germany,Berlin,Not reported,2020-W03,-
Germany,Berlin,Not reported,2020-W04,-
Germany,Berlin,Not reported,2020-W05,-
Germany,Berlin,Not reported,2020-W06,-
Germany,Berlin,Not reported,2020-W07,-
Germany,Berlin,Not reported,2020-W08,-
Germany,Berlin,Not reported,2020-W09,-
Germany,Berlin,Not reported,2020-W10,-
Germany,Berlin,Not reported,2020-W11,-
Germany,Berlin,Not reported,2020-W12,-
Germany,Berlin,Not reported,2020-W13,-
Germany,Berlin,Not reported,2020-W14,-
Germany,Berlin,Not reported,2020-W15,-
Germany,Berlin,Not reported,2020-W16,-
Germany,Berlin,Not reported,2020-W17,-
Germany,Berlin,Not reported,2020-W18,-
Germany,Berlin,Not reported,2020-W19,-
Germany,Berlin,Community,2020-W20,-
Germany,Berlin,Not reported,2020-W21,-
Germany,Berlin,Not reported,2020-W22,-
Germany,Berlin,Not reported,2020-W23,-
Germany,Berlin,Clusters,2020-W24,-
Germany,Berlin,Not reported,2020-W25,-
Germany,Berlin,Not reported,2020-W26,-
Germany,Berlin,Not reported,2020-W27,-
Germany,Berlin,Not reported,2020-W28,-
Germany,Berlin,Not reported,2020-W29,-
Germany,Berlin,Not reported,2020-W30,-
Germany,Berlin,Not reported,2020-W31,-
Germany,Berlin,Not reported,2020-W32,-
Germany,Berlin,Not reported,2020-W33,-
Germany,Berlin,Not reported,2020-W34,-
Germany,Berlin,Not reported,2020-W35,-
Germany,Berlin,Not reported,2020-W36,-
Germany,Berlin,Not reported,2020-W37,-
Germany,Berlin,Not reported,2020-W38,-
Germany,Berlin,Not reported,2020-W39,-
Germany,Brandenburg,Not reported,2020-W01,-
Germany,Brandenburg,Not reported,2020-W02,-
Germany,Brandenburg,Not reported,2020-W03,-
Germany,Brandenburg,Not reported,2020-W04,-
Germany,Brandenburg,Not reported,2020-W05,-
Germany,Brandenburg,Not reported,2020-W06,-
Germany,Brandenburg,Not reported,2020-W07,-
Germany,Brandenburg,Not reported,2020-W08,-
Germany,Brandenburg,Not reported,2020-W09,-
Germany,Brandenburg,Not reported,2020-W10,-
Germany,Brandenburg,Not reported,2020-W11,-
Germany,Brandenburg,Not reported,2020-W12,-
Germany,Brandenburg,Not reported,2020-W13,-
Germany,Brandenburg,Not reported,2020-W14,-
Germany,Brandenburg,Not reported,2020-W15,-
Germany,Brandenburg,Not reported,2020-W16,-
Germany,Brandenburg,Not reported,2020-W17,-
Germany,Brandenburg,Not reported,2020-W18,-
Germany,Brandenburg,Not reported,2020-W19,-
Germany,Brandenburg,Community,2020-W20,-
Germany,Brandenburg,Not reported,2020-W21,-
Germany,Brandenburg,Not reported,2020-W22,-
Germany,Brandenburg,Not reported,2020-W23,-
Germany,Brandenburg,Clusters,2020-W24,-
Germany,Brandenburg,Not reported,2020-W25,-
Germany,Brandenburg,Not reported,2020-W26,-
Germany,Brandenburg,Not reported,2020-W27,-
Germany,Brandenburg,Not reported,2020-W28,-
Germany,Brandenburg,Not reported,2020-W29,-
Germany,Brandenburg,Not reported,2020-W30,-
Germany,Brandenburg,Not reported,2020-W31,-
Germany,Brandenburg,Not reported,2020-W32,-
Germany,Brandenburg,Not reported,2020-W33,-
Germany,Brandenburg,Not reported,2020-W34,-
Germany,Brandenburg,Not reported,2020-W35,-
Germany,Brandenburg,Not reported,2020-W36,-
Germany,Brandenburg,Not reported,2020-W37,-
Germany,Brandenburg,Not reported,2020-W38,-
Germany,Brandenburg,Not reported,2020-W39,-
Germany,Braunschweig,Not reported,2020-W01,-
Germany,Braunschweig,Not reported,2020-W02,-
Germany,Braunschweig,Not reported,2020-W03,-
Germany,Braunschweig,Not reported,2020-W04,-
Germany,Braunschweig,Not reported,2020-W05,-
Germany,Braunschweig,Not reported,2020-W06,-
Germany,Braunschweig,Not reported,2020-W07,-
Germany,Braunschweig,Not reported,2020-W08,-
Germany,Braunschweig,Not reported,2020-W09,-
Germany,Braunschweig,Not reported,2020-W10,-
Germany,Braunschweig,Not reported,2020-W11,-
Germany,Braunschweig,Not reported,2020-W12,-
Germany,Braunschweig,Not reported,2020-W13,-
Germany,Braunschweig,Not reported,2020-W14,-
Germany,Braunschweig,Not reported,2020-W15,-
Germany,Braunschweig,Not reported,2020-W16,-
Germany,Braunschweig,Not reported,2020-W17,-
Germany,Braunschweig,Not reported,2020-W18,-
Germany,Braunschweig,Not reported,2020-W19,-
Germany,Braunschweig,Community,2020-W20,-
Germany,Braunschweig,Not reported,2020-W21,-
Germany,Braunschweig,Not reported,2020-W22,-
Germany,Braunschweig,Not reported,2020-W23,-
Germany,Braunschweig,Clusters,2020-W24,-
Germany,Braunschweig,Not reported,2020-W25,-
Germany,Braunschweig,Not reported,2020-W26,-
Germany,Braunschweig,Not reported,2020-W27,-
Germany,Braunschweig,Not reported,2020-W28,-
Germany,Braunschweig,Not reported,2020-W29,-
Germany,Braunschweig,Not reported,2020-W30,-
Germany,Braunschweig,Not reported,2020-W31,-
Germany,Braunschweig,Not reported,2020-W32,-
Germany,Braunschweig,Not reported,2020-W33,-
Germany,Braunschweig,Not reported,2020-W34,-
Germany,Braunschweig,Not reported,2020-W35,-
Germany,Braunschweig,Not reported,2020-W36,-
Germany,Braunschweig,Not reported,2020-W37,-
Germany,Braunschweig,Not reported,2020-W38,-
Germany,Braunschweig,Not reported,2020-W39,-
Germany,Bremen,Not reported,2020-W01,-
Germany,Bremen,Not reported,2020-W02,-
Germany,Bremen,Not reported,2020-W03,-
Germany,Bremen,Not reported,2020-W04,-
Germany,Bremen,Not reported,2020-W05,-
Germany,Bremen,Not reported,2020-W06,-
Germany,Bremen,Not reported,2020-W07,-
Germany,Bremen,Not reported,2020-W08,-
Germany,Bremen,Not reported,2020-W09,-
Germany,Bremen,Not reported,2020-W10,-
Germany,Bremen,Not reported,2020-W11,-
Germany,Bremen,Not reported,2020-W12,-
Germany,Bremen,Not reported,2020-W13,-
Germany,Bremen,Not reported,2020-W14,-
Germany,Bremen,Not reported,2020-W15,-
Germany,Bremen,Not reported,2020-W16,-
Germany,Bremen,Not reported,2020-W17,-
Germany,Bremen,Not reported,2020-W18,-
Germany,Bremen,Not reported,2020-W19,-
Germany,Bremen,Community,2020-W20,-
Germany,Bremen,Not reported,2020-W21,-
Germany,Bremen,Not reported,2020-W22,-
Germany,Bremen,Not reported,2020-W23,-
Germany,Bremen,Clusters,2020-W24,-
Germany,Bremen,Not reported,2020-W25,-
Germany,Bremen,Not reported,2020-W26,-
Germany,Bremen,Not reported,2020-W27,-
Germany,Bremen,Not reported,2020-W28,-
Germany,Bremen,Not reported,2020-W29,-
Germany,Bremen,Not reported,2020-W30,-
Germany,Bremen,Not reported,2020-W31,-
Germany,Bremen,Not reported,2020-W32,-
Germany,Bremen,Not reported,2020-W33,-
Germany,Bremen,Not reported,2020-W34,-
Germany,Bremen,Not reported,2020-W35,-
Germany,Bremen,Not reported,2020-W36,-
Germany,Bremen,Not reported,2020-W37,-
Germany,Bremen,Not reported,2020-W38,-
Germany,Bremen,Not reported,2020-W39,-
Germany,Chemnitz,Not reported,2020-W01,-
Germany,Chemnitz,Not reported,2020-W02,-
Germany,Chemnitz,Not reported,2020-W03,-
Germany,Chemnitz,Not reported,2020-W04,-
Germany,Chemnitz,Not reported,2020-W05,-
Germany,Chemnitz,Not reported,2020-W06,-
Germany,Chemnitz,Not reported,2020-W07,-
Germany,Chemnitz,Not reported,2020-W08,-
Germany,Chemnitz,Not reported,2020-W09,-
Germany,Chemnitz,Not reported,2020-W10,-
Germany,Chemnitz,Not reported,2020-W11,-
Germany,Chemnitz,Not reported,2020-W12,-
Germany,Chemnitz,Not reported,2020-W13,-
Germany,Chemnitz,Not reported,2020-W14,-
Germany,Chemnitz,Not reported,2020-W15,-
Germany,Chemnitz,Not reported,2020-W16,-
Germany,Chemnitz,Not reported,2020-W17,-
Germany,Chemnitz,Not reported,2020-W18,-
Germany,Chemnitz,Not reported,2020-W19,-
Germany,Chemnitz,Community,2020-W20,-
Germany,Chemnitz,Not reported,2020-W21,-
Germany,Chemnitz,Not reported,2020-W22,-
Germany,Chemnitz,Not reported,2020-W23,-
Germany,Chemnitz,Clusters,2020-W24,-
Germany,Chemnitz,Not reported,2020-W25,-
Germany,Chemnitz,Not reported,2020-W26,-
Germany,Chemnitz,Not reported,2020-W27,-
Germany,Chemnitz,Not reported,2020-W28,-
Germany,Chemnitz,Not reported,2020-W29,-
Germany,Chemnitz,Not reported,2020-W30,-
Germany,Chemnitz,Not reported,2020-W31,-
Germany,Chemnitz,Not reported,2020-W32,-
Germany,Chemnitz,Not reported,2020-W33,-
Germany,Chemnitz,Not reported,2020-W34,-
Germany,Chemnitz,Not reported,2020-W35,-
Germany,Chemnitz,Not reported,2020-W36,-
Germany,Chemnitz,Not reported,2020-W37,-
Germany,Chemnitz,Not reported,2020-W38,-
Germany,Chemnitz,Not reported,2020-W39,-
Germany,Darmstadt,Not reported,2020-W01,-
Germany,Darmstadt,Not reported,2020-W02,-
Germany,Darmstadt,Not reported,2020-W03,-
Germany,Darmstadt,Not reported,2020-W04,-
Germany,Darmstadt,Not reported,2020-W05,-
Germany,Darmstadt,Not reported,2020-W06,-
Germany,Darmstadt,Not reported,2020-W07,-
Germany,Darmstadt,Not reported,2020-W08,-
Germany,Darmstadt,Not reported,2020-W09,-
Germany,Darmstadt,Not reported,2020-W10,-
Germany,Darmstadt,Not reported,2020-W11,-
Germany,Darmstadt,Not reported,2020-W12,-
Germany,Darmstadt,Not reported,2020-W13,-
Germany,Darmstadt,Not reported,2020-W14,-
Germany,Darmstadt,Not reported,2020-W15,-
Germany,Darmstadt,Not reported,2020-W16,-
Germany,Darmstadt,Not reported,2020-W17,-
Germany,Darmstadt,Not reported,2020-W18,-
Germany,Darmstadt,Not reported,2020-W19,-
Germany,Darmstadt,Community,2020-W20,-
Germany,Darmstadt,Not reported,2020-W21,-
Germany,Darmstadt,Not reported,2020-W22,-
Germany,Darmstadt,Not reported,2020-W23,-
Germany,Darmstadt,Clusters,2020-W24,-
Germany,Darmstadt,Not reported,2020-W25,-
Germany,Darmstadt,Not reported,2020-W26,-
Germany,Darmstadt,Not reported,2020-W27,-
Germany,Darmstadt,Not reported,2020-W28,-
Germany,Darmstadt,Not reported,2020-W29,-
Germany,Darmstadt,Not reported,2020-W30,-
Germany,Darmstadt,Not reported,2020-W31,-
Germany,Darmstadt,Not reported,2020-W32,-
Germany,Darmstadt,Not reported,2020-W33,-
Germany,Darmstadt,Not reported,2020-W34,-
Germany,Darmstadt,Not reported,2020-W35,-
Germany,Darmstadt,Not reported,2020-W36,-
Germany,Darmstadt,Not reported,2020-W37,-
Germany,Darmstadt,Not reported,2020-W38,-
Germany,Darmstadt,Not reported,2020-W39,-
Germany,Detmold,Not reported,2020-W01,-
Germany,Detmold,Not reported,2020-W02,-
Germany,Detmold,Not reported,2020-W03,-
Germany,Detmold,Not reported,2020-W04,-
Germany,Detmold,Not reported,2020-W05,-
Germany,Detmold,Not reported,2020-W06,-
Germany,Detmold,Not reported,2020-W07,-
Germany,Detmold,Not reported,2020-W08,-
Germany,Detmold,Not reported,2020-W09,-
Germany,Detmold,Not reported,2020-W10,-
Germany,Detmold,Not reported,2020-W11,-
Germany,Detmold,Not reported,2020-W12,-
Germany,Detmold,Not reported,2020-W13,-
Germany,Detmold,Not reported,2020-W14,-
Germany,Detmold,Not reported,2020-W15,-
Germany,Detmold,Not reported,2020-W16,-
Germany,Detmold,Not reported,2020-W17,-
Germany,Detmold,Not reported,2020-W18,-
Germany,Detmold,Not reported,2020-W19,-
Germany,Detmold,Community,2020-W20,-
Germany,Detmold,Not reported,2020-W21,-
Germany,Detmold,Not reported,2020-W22,-
Germany,Detmold,Not reported,2020-W23,-
Germany,Detmold,Clusters,2020-W24,-
Germany,Detmold,Not reported,2020-W25,-
Germany,Detmold,Not reported,2020-W26,-
Germany,Detmold,Not reported,2020-W27,-
Germany,Detmold,Not reported,2020-W28,-
Germany,Detmold,Not reported,2020-W29,-
Germany,Detmold,Not reported,2020-W30,-
Germany,Detmold,Not reported,2020-W31,-
Germany,Detmold,Not reported,2020-W32,-
Germany,Detmold,Not reported,2020-W33,-
Germany,Detmold,Not reported,2020-W34,-
Germany,Detmold,Not reported,2020-W35,-
Germany,Detmold,Not reported,2020-W36,-
Germany,Detmold,Not reported,2020-W37,-
Germany,Detmold,Not reported,2020-W38,-
Germany,Detmold,Not reported,2020-W39,-
Germany,Dresden,Not reported,2020-W01,-
Germany,Dresden,Not reported,2020-W02,-
Germany,Dresden,Not reported,2020-W03,-
Germany,Dresden,Not reported,2020-W04,-
Germany,Dresden,Not reported,2020-W05,-
Germany,Dresden,Not reported,2020-W06,-
Germany,Dresden,Not reported,2020-W07,-
Germany,Dresden,Not reported,2020-W08,-
Germany,Dresden,Not reported,2020-W09,-
Germany,Dresden,Not reported,2020-W10,-
Germany,Dresden,Not reported,2020-W11,-
Germany,Dresden,Not reported,2020-W12,-
Germany,Dresden,Not reported,2020-W13,-
Germany,Dresden,Not reported,2020-W14,-
Germany,Dresden,Not reported,2020-W15,-
Germany,Dresden,Not reported,2020-W16,-
Germany,Dresden,Not reported,2020-W17,-
Germany,Dresden,Not reported,2020-W18,-
Germany,Dresden,Not reported,2020-W19,-
Germany,Dresden,Community,2020-W20,-
Germany,Dresden,Not reported,2020-W21,-
Germany,Dresden,Not reported,2020-W22,-
Germany,Dresden,Not reported,2020-W23,-
Germany,Dresden,Clusters,2020-W24,-
Germany,Dresden,Not reported,2020-W25,-
Germany,Dresden,Not reported,2020-W26,-
Germany,Dresden,Not reported,2020-W27,-
Germany,Dresden,Not reported,2020-W28,-
Germany,Dresden,Not reported,2020-W29,-
Germany,Dresden,Not reported,2020-W30,-
Germany,Dresden,Not reported,2020-W31,-
Germany,Dresden,Not reported,2020-W32,-
Germany,Dresden,Not reported,2020-W33,-
Germany,Dresden,Not reported,2020-W34,-
Germany,Dresden,Not reported,2020-W35,-
Germany,Dresden,Not reported,2020-W36,-
Germany,Dresden,Not reported,2020-W37,-
Germany,Dresden,Not reported,2020-W38,-
Germany,Dresden,Not reported,2020-W39,-
Germany,Dusseldorf,Not reported,2020-W01,-
Germany,Dusseldorf,Not reported,2020-W02,-
Germany,Dusseldorf,Not reported,2020-W03,-
Germany,Dusseldorf,Not reported,2020-W04,-
Germany,Dusseldorf,Not reported,2020-W05,-
Germany,Dusseldorf,Not reported,2020-W06,-
Germany,Dusseldorf,Not reported,2020-W07,-
Germany,Dusseldorf,Not reported,2020-W08,-
Germany,Dusseldorf,Not reported,2020-W09,-
Germany,Dusseldorf,Not reported,2020-W10,-
Germany,Dusseldorf,Not reported,2020-W11,-
Germany,Dusseldorf,Not reported,2020-W12,-
Germany,Dusseldorf,Not reported,2020-W13,-
Germany,Dusseldorf,Not reported,2020-W14,-
Germany,Dusseldorf,Not reported,2020-W15,-
Germany,Dusseldorf,Not reported,2020-W16,-
Germany,Dusseldorf,Not reported,2020-W17,-
Germany,Dusseldorf,Not reported,2020-W18,-
Germany,Dusseldorf,Not reported,2020-W19,-
Germany,Dusseldorf,Community,2020-W20,-
Germany,Dusseldorf,Not reported,2020-W21,-
Germany,Dusseldorf,Not reported,2020-W22,-
Germany,Dusseldorf,Not reported,2020-W23,-
Germany,Dusseldorf,Clusters,2020-W24,-
Germany,Dusseldorf,Not reported,2020-W25,-
Germany,Dusseldorf,Not reported,2020-W26,-
Germany,Dusseldorf,Not reported,2020-W27,-
Germany,Dusseldorf,Not reported,2020-W28,-
Germany,Dusseldorf,Not reported,2020-W29,-
Germany,Dusseldorf,Not reported,2020-W30,-
Germany,Dusseldorf,Not reported,2020-W31,-
Germany,Dusseldorf,Not reported,2020-W32,-
Germany,Dusseldorf,Not reported,2020-W33,-
Germany,Dusseldorf,Not reported,2020-W34,-
Germany,Dusseldorf,Not reported,2020-W35,-
Germany,Dusseldorf,Not reported,2020-W36,-
Germany,Dusseldorf,Not reported,2020-W37,-
Germany,Dusseldorf,Not reported,2020-W38,-
Germany,Dusseldorf,Not reported,2020-W39,-
Germany,Freiburg,Not reported,2020-W01,-
Germany,Freiburg,Not reported,2020-W02,-
Germany,Freiburg,Not reported,2020-W03,-
Germany,Freiburg,Not reported,2020-W04,-
Germany,Freiburg,Not reported,2020-W05,-
Germany,Freiburg,Not reported,2020-W06,-
Germany,Freiburg,Not reported,2020-W07,-
Germany,Freiburg,Not reported,2020-W08,-
Germany,Freiburg,Not reported,2020-W09,-
Germany,Freiburg,Not reported,2020-W10,-
Germany,Freiburg,Not reported,2020-W11,-
Germany,Freiburg,Not reported,2020-W12,-
Germany,Freiburg,Not reported,2020-W13,-
Germany,Freiburg,Not reported,2020-W14,-
Germany,Freiburg,Not reported,2020-W15,-
Germany,Freiburg,Not reported,2020-W16,-
Germany,Freiburg,Not reported,2020-W17,-
Germany,Freiburg,Not reported,2020-W18,-
Germany,Freiburg,Not reported,2020-W19,-
Germany,Freiburg,Community,2020-W20,-
Germany,Freiburg,Not reported,2020-W21,-
Germany,Freiburg,Not reported,2020-W22,-
Germany,Freiburg,Not reported,2020-W23,-
Germany,Freiburg,Clusters,2020-W24,-
Germany,Freiburg,Not reported,2020-W25,-
Germany,Freiburg,Not reported,2020-W26,-
Germany,Freiburg,Not reported,2020-W27,-
Germany,Freiburg,Not reported,2020-W28,-
Germany,Freiburg,Not reported,2020-W29,-
Germany,Freiburg,Not reported,2020-W30,-
Germany,Freiburg,Not reported,2020-W31,-
Germany,Freiburg,Not reported,2020-W32,-
Germany,Freiburg,Not reported,2020-W33,-
Germany,Freiburg,Not reported,2020-W34,-
Germany,Freiburg,Not reported,2020-W35,-
Germany,Freiburg,Not reported,2020-W36,-
Germany,Freiburg,Not reported,2020-W37,-
Germany,Freiburg,Not reported,2020-W38,-
Germany,Freiburg,Not reported,2020-W39,-
Germany,Giessen,Not reported,2020-W01,-
Germany,Giessen,Not reported,2020-W02,-
Germany,Giessen,Not reported,2020-W03,-
Germany,Giessen,Not reported,2020-W04,-
Germany,Giessen,Not reported,2020-W05,-
Germany,Giessen,Not reported,2020-W06,-
Germany,Giessen,Not reported,2020-W07,-
Germany,Giessen,Not reported,2020-W08,-
Germany,Giessen,Not reported,2020-W09,-
Germany,Giessen,Not reported,2020-W10,-
Germany,Giessen,Not reported,2020-W11,-
Germany,Giessen,Not reported,2020-W12,-
Germany,Giessen,Not reported,2020-W13,-
Germany,Giessen,Not reported,2020-W14,-
Germany,Giessen,Not reported,2020-W15,-
Germany,Giessen,Not reported,2020-W16,-
Germany,Giessen,Not reported,2020-W17,-
Germany,Giessen,Not reported,2020-W18,-
Germany,Giessen,Not reported,2020-W19,-
Germany,Giessen,Community,2020-W20,-
Germany,Giessen,Not reported,2020-W21,-
Germany,Giessen,Not reported,2020-W22,-
Germany,Giessen,Not reported,2020-W23,-
Germany,Giessen,Clusters,2020-W24,-
Germany,Giessen,Not reported,2020-W25,-
Germany,Giessen,Not reported,2020-W26,-
Germany,Giessen,Not reported,2020-W27,-
Germany,Giessen,Not reported,2020-W28,-
Germany,Giessen,Not reported,2020-W29,-
Germany,Giessen,Not reported,2020-W30,-
Germany,Giessen,Not reported,2020-W31,-
